f,iid,cd,dn,cs,dt
"false","0","31325005","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:22.1640000+03:00"
"false","0","20105250","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:22.4450000+03:00"
"false","0","24191973","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:22.7270000+03:00"
"true","0","32350021","Державне підприємство "ЖИЛКОМ"","кабінет не створено","2017-02-13T23:44:23.0230000+03:00"
"false","0","23642971","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:23.3360000+03:00"
"false","0","01886477","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:23.6320000+03:00"
"false","0","30838090","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:23.9140000+03:00"
"false","0","00693279","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:24.1950000+03:00"
"false","0","05246852","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:24.4930000+03:00"
"false","0","33769685","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:24.8510000+03:00"
"false","0","26046548","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:25.1480000+03:00"
"true","19666688","03564045","Державне міжрайонне підприємство водопровідно-каналізаційного господарства","зареєстровано","2017-02-13T23:44:25.4450000+03:00"
"false","0","31167287","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:25.8040000+03:00"
"true","125882036","00191017","ДЕРЖАВНЕ ПРОМИСЛОВЕ ПІДПРИЄМСТВО "КРИВБАСПРОМВОДОПОСТАЧАННЯ"","зареєстровано","2017-02-13T23:44:26.1170000+03:00"
"false","0","30600236","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:26.4140000+03:00"
"false","0","14313174","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:26.7110000+03:00"
"false","0","32703293","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:26.9920000+03:00"
"false","0","05513709","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:27.2730000+03:00"
"false","0","37794631","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:27.6010000+03:00"
"false","0","40167722","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:27.8820000+03:00"
"false","0","22171452","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:28.1790000+03:00"
"false","0","37182122","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:28.4600000+03:00"
"true","0","24219849","Київська обласна державна організація "Київагроліс"","кабінет не створено","2017-02-13T23:44:28.7570000+03:00"
"true","0","31823389","Миронівське державне агролісогосподарське підприємство","кабінет не створено","2017-02-13T23:44:29.0540000+03:00"
"true","193639747","30477771","Обласний фонд підтримки індивідуального житлового будівництва на селі","зареєстровано","2017-02-13T23:44:29.3360000+03:00"
"false","0","22420665","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:30.2570000+03:00"
"false","0","37304865","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:30.5700000+03:00"
"false","0","21057044","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:30.8820000+03:00"
"false","0","21093069","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:31.2420000+03:00"
"false","0","21103247","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:31.5710000+03:00"
"false","0","36349896","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:31.9450000+03:00"
"true","637744","30249845","Державне підприємство Тернопільський обласний фонд підтримки індивідуального житлового будівництва на селі","зареєстровано","2017-02-13T23:44:32.2570000+03:00"
"false","0","14053425","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:32.6010000+03:00"
"false","0","04807811","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:32.9450000+03:00"
"false","0","05460396","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:33.2730000+03:00"
"false","0","00292184","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:33.6170000+03:00"
"false","0","37098303","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:33.9290000+03:00"
"false","0","23839188","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:34.2420000+03:00"
"true","149868619","30865339","Державне підприємство - Хмельницький обласний фонд підтримки індивідуального житлового будівництва на селі","зареєстровано","2017-02-13T23:44:34.5240000+03:00"
"false","0","08083764","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:34.8360000+03:00"
"true","1076782","30476715","Державне підприємство","зареєстровано","2017-02-13T23:44:35.1320000+03:00"
"false","0","33460802","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:35.4140000+03:00"
"false","0","14309422","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:35.7420000+03:00"
"false","0","14315233","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:36.0390000+03:00"
"false","0","14274051","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:36.3670000+03:00"
"false","0","21482546","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:36.6640000+03:00"
"false","0","14308523","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:37.0700000+03:00"
"false","0","14307819","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:37.3980000+03:00"
"false","0","14308718","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:37.6950000+03:00"
"false","0","13693022","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:38.0390000+03:00"
"false","0","16284318","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:38.3510000+03:00"
"false","0","13691187","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:38.6320000+03:00"
"false","0","14308991","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:38.9290000+03:00"
"false","0","22942961","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:39.2100000+03:00"
"true","0","00413009","Державне підприємство радгосп-завод ім.1Мая","кабінет не створено","2017-02-13T23:44:39.5230000+03:00"
"false","0","00412926","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:39.8350000+03:00"
"false","0","32177715","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:40.1480000+03:00"
"false","0","33655492","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:40.4600000+03:00"
"false","0","00413067","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:40.7570000+03:00"
"false","0","05446858","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:41.0230000+03:00"
"false","0","01271706","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:41.3210000+03:00"
"true","0","01274082","Державне підприємство "Новоселівський виноробний завод"","кабінет не створено","2017-02-13T23:44:41.6320000+03:00"
"false","0","00411832","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:41.9290000+03:00"
"false","0","00411849","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:42.2420000+03:00"
"false","0","00413015","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:42.5230000+03:00"
"false","0","22995868","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:45.2890000+03:00"
"false","0","00412990","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:45.6010000+03:00"
"false","0","36112080","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:45.8820000+03:00"
"false","0","24068221","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:46.1790000+03:00"
"false","0","21609886","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:46.4760000+03:00"
"false","0","22200283","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:46.7420000+03:00"
"false","0","05396095","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:47.0390000+03:00"
"false","0","05387848","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:47.3350000+03:00"
"false","0","22481788","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:47.6170000+03:00"
"false","0","05517222","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:47.8980000+03:00"
"false","0","20548792","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:48.1790000+03:00"
"false","0","13582400","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:48.4460000+03:00"
"true","36051848","21515381","Державне підприємство “Енергоринок”","зареєстровано","2017-02-13T23:44:48.7430000+03:00"
"true","0","36406271","Державне спеціалізоване підприємство "Укрспецторг"","кабінет не створено","2017-02-13T23:44:49.0070000+03:00"
"false","0","20077743","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:49.2890000+03:00"
"true","21570791","32109603","Державне підприємство редакція газети "Урядовий кур'єр"","зареєстровано","2017-02-13T23:44:49.5700000+03:00"
"true","246958234","33304730","Державна іпотечна установа","зареєстровано","2017-02-13T23:44:49.8510000+03:00"
"false","0","23168506","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:50.1330000+03:00"
"true","255027067","00849296","Державне підприємство "Науково-дослідний, виробничий агрокомбінат "Пуща-Водиця"","зареєстровано","2017-02-13T23:44:50.4140000+03:00"
"false","0","00726487","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:50.7100000+03:00"
"false","0","00701932","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:51.0070000+03:00"
"false","0","00700269","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:51.2890000+03:00"
"false","0","00729646","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:51.5700000+03:00"
"true","199925946","00699945","Державне сільськогосподарське підприємство «Головний селекційний центр України»","зареєстровано","2017-02-13T23:44:51.8510000+03:00"
"true","0","00846234","Державне підприємство "Деркульський кінний завод №63"","кабінет не створено","2017-02-13T23:44:52.1320000+03:00"
"true","0","00845683","Одеський державний сільськогосподарський іподром","кабінет не створено","2017-02-13T23:44:52.4140000+03:00"
"true","0","00846240","Державне підприємство Стрілецький кінний завод №60","кабінет не створено","2017-02-13T23:44:52.6950000+03:00"
"false","0","00846228","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:52.9600000+03:00"
"true","0","00846412","Державне підприємство Лозівський кінний завод №124","кабінет не створено","2017-02-13T23:44:53.2740000+03:00"
"false","0","00702587","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:53.5700000+03:00"
"true","0","00846323","Державне підприємство-Запорізький кінний завод №86","кабінет не створено","2017-02-13T23:44:53.8670000+03:00"
"false","0","21194787","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:54.1640000+03:00"
"true","0","00846263","Державне підприемство "Лимарівський кінний завод №61"","кабінет не створено","2017-02-13T23:44:54.4450000+03:00"
"true","0","00849652","Державне підприємство "Племінний завод "Плосківський"","кабінет не створено","2017-02-13T23:44:54.7260000+03:00"
"true","166972959","00710180","Державне підприємство "Сумський державний селекційний центр"","зареєстровано","2017-02-13T23:44:55.0070000+03:00"
"false","0","00709158","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:55.2890000+03:00"
"false","0","00703279","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:55.5540000+03:00"
"true","194700816","35505132","Державне підприємство "Мирогощанський державний іподром"","зареєстровано","2017-02-13T23:44:55.8520000+03:00"
"false","0","21871503","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:56.1320000+03:00"
"true","199178104","00703196","Державне підприємство державний шовкорадгосп "Чутівський"","зареєстровано","2017-02-13T23:44:56.4140000+03:00"
"false","0","00709170","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:56.6950000+03:00"
"true","190128145","00725128","Державне підприємство "Харківське обласне сільськогосподарське підприємство по племінній справі у тваринництві"","зареєстровано","2017-02-13T23:44:56.9920000+03:00"
"false","0","00709193","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:57.2730000+03:00"
"false","0","00725631","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:57.5700000+03:00"
"false","0","00412091","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:57.8350000+03:00"
"true","194173021","00703121","Державне підприємство "Шовкорадгосп "Гоголівський""","зареєстровано","2017-02-13T23:44:58.1170000+03:00"
"true","196335103","00699900","Державне підприємство "Київська обласна коконосушарка"","зареєстровано","2017-02-13T23:44:58.3980000+03:00"
"false","0","00703397","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:58.7570000+03:00"
"true","0","00725068","Державне підприємство "Київське обласне підприємство по племінній справі у тваринництві"","кабінет не створено","2017-02-13T23:44:59.0540000+03:00"
"true","0","00724809","Державне підприємство "Грозинське"","кабінет не створено","2017-02-13T23:44:59.3360000+03:00"
"true","224463822","00702897","Державне підприємство "Одеське обласне підприємство по племінній справі в тваринництві"","зареєстровано","2017-02-13T23:44:59.6170000+03:00"
"false","0","00703184","","Нажаль, Нічого не знайдено.","2017-02-13T23:44:59.8980000+03:00"
"true","0","00415072","Державне підприємство "Проектно-конструкторський технологічний інститут "Плодмашпроект"","кабінет не створено","2017-02-13T23:45:00.1640000+03:00"
"false","0","00481653","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:00.4450000+03:00"
"false","0","00481554","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:00.7260000+03:00"
"false","0","37354558","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:01.0230000+03:00"
"false","0","00481548","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:01.3040000+03:00"
"true","195926228","37404165","Державне підприємство "Конярство України"","зареєстровано","2017-02-13T23:45:01.5860000+03:00"
"true","0","00481531","Державне підприємство "Побєда"","кабінет не створено","2017-02-13T23:45:01.8670000+03:00"
"false","0","00481525","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:02.1640000+03:00"
"false","0","00470252","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:02.4600000+03:00"
"false","0","22849629","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:02.7730000+03:00"
"false","0","00451116","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:03.0540000+03:00"
"false","0","00692334","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:03.3510000+03:00"
"false","0","00415416","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:03.7260000+03:00"
"false","0","00487522","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:04.0240000+03:00"
"false","0","00413995","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:04.4290000+03:00"
"false","0","00413895","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:04.7270000+03:00"
"false","0","00413831","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:05.0070000+03:00"
"false","0","00413825","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:05.3040000+03:00"
"false","0","00413819","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:05.6170000+03:00"
"false","0","00413802","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:05.8980000+03:00"
"false","0","31570103","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:06.2730000+03:00"
"false","0","00413794","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:06.5540000+03:00"
"false","0","00413765","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:06.8510000+03:00"
"false","0","00413274","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:07.1480000+03:00"
"false","0","00412984","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:07.4290000+03:00"
"false","0","00415468","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:07.7110000+03:00"
"false","0","00852909","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:08.0390000+03:00"
"false","0","00699299","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:08.3350000+03:00"
"false","0","36280860","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:08.6170000+03:00"
"false","0","00699276","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:08.9140000+03:00"
"false","0","00699218","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:09.2100000+03:00"
"true","0","00696817","Новосанжарський державний ветеринарно-санітарний завод","кабінет не створено","2017-02-13T23:45:09.5080000+03:00"
"true","0","00694095","Державне підприємство"Донецьке обласне підприємство по племінній справі в тваринництві"","кабінет не створено","2017-02-13T23:45:09.8050000+03:00"
"false","0","00694037","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:10.1320000+03:00"
"false","0","00693316","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:10.4140000+03:00"
"true","0","00693233","Державне підприємство "Апостолівське підприємство по племінній справі в тваринництві"","кабінет не створено","2017-02-13T23:45:10.7100000+03:00"
"true","0","00693227","Державне підприємство "Софіївське підприємство по племенній справі в тваринництві"","кабінет не створено","2017-02-13T23:45:11.0070000+03:00"
"false","0","00693150","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:11.2890000+03:00"
"true","0","00485829","Державне підприємство "Дніпропетровський кінний завод №65"","кабінет не створено","2017-02-13T23:45:11.5850000+03:00"
"true","190617947","00692386","ДЕРЖАВНЕ ПІДПРИЄМСТВО "ВОЛИНСЬКЕ ОБЛАСНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ВИРОБНИЧЕ ПІДПРИЄМСТВО ПО ПЛЕМІННІЙ СПРАВІ У ТВАРИННИЦТВІ"","зареєстровано","2017-02-13T23:45:11.8820000+03:00"
"false","0","00487462","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:12.1640000+03:00"
"true","0","00692239","Державне підприємство "Тульчинське виробниче підприємство по племінній справі в тваринництві "","кабінет не створено","2017-02-13T23:45:12.4600000+03:00"
"true","0","00686374","Лозівське державне підприємство кормових домішок","кабінет не створено","2017-02-13T23:45:12.7420000+03:00"
"false","0","00498069","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:13.0540000+03:00"
"false","0","00492279","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:13.3350000+03:00"
"false","0","00489797","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:13.6480000+03:00"
"false","0","00487551","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:13.9600000+03:00"
"false","0","00487545","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:14.2420000+03:00"
"true","0","31622837","Державне підприємство "Дібрівський кінний завод №62"","кабінет не створено","2017-02-13T23:45:14.5390000+03:00"
"false","0","36418685","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:14.8510000+03:00"
"false","0","22779099","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:15.2260000+03:00"
"false","0","00699862","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:15.5230000+03:00"
"true","0","00693138","Державне підприємство "Дніпропетровське обласне підприємство по племінній справі у тваринництві "Облплемпідприємство"","кабінет не створено","2017-02-13T23:45:15.8050000+03:00"
"false","0","05459176","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:16.1480000+03:00"
"false","0","19427132","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:16.4290000+03:00"
"false","0","32183708","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:16.7100000+03:00"
"false","0","05803465","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:17.0070000+03:00"
"false","0","05529691","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:17.3040000+03:00"
"false","0","05518954","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:17.6010000+03:00"
"false","0","05515312","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:17.9140000+03:00"
"true","173077723","05513715","ДЕРЖАВНЕ ПІДПРИЄМСТВО "ІВАНО-ФРАНКІВСЬКИЙ КОМБІНАТ ХЛІБОПРОДУКТІВ"","зареєстровано","2017-02-13T23:45:18.1950000+03:00"
"false","0","32152601","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:18.4920000+03:00"
"false","0","32147811","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:18.8040000+03:00"
"false","0","05490960","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:19.0850000+03:00"
"false","0","05490753","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:19.3670000+03:00"
"true","0","05453522","Державне підприємство "Новотроїцький завод по виробництву м'ясокісткового борошна"","кабінет не створено","2017-02-13T23:45:19.6640000+03:00"
"false","0","33451887","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:19.9290000+03:00"
"false","0","19168765","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:20.2260000+03:00"
"false","0","05459163","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:20.5070000+03:00"
"false","0","05459157","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:20.8040000+03:00"
"false","0","05459140","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:21.0850000+03:00"
"false","0","05459134","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:21.3360000+03:00"
"true","0","33582037","Державне підприємство "Сільськогосподарське підприємство "Березівське"","кабінет не створено","2017-02-13T23:45:21.6320000+03:00"
"false","0","05459128","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:21.8980000+03:00"
"false","0","05459111","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:22.1790000+03:00"
"false","0","05459105","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:22.4920000+03:00"
"true","0","32141301","Державне підприємство Державний південний регіональний селекційно-племінний центр по конярству " Південьконецентр"","кабінет не створено","2017-02-13T23:45:22.7730000+03:00"
"false","0","05459097","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:23.0550000+03:00"
"false","0","05453692","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:23.3510000+03:00"
"false","0","31861225","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:23.6180000+03:00"
"false","0","05459186","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:23.8980000+03:00"
"false","0","13704777","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:24.1950000+03:00"
"false","0","14304716","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:24.4930000+03:00"
"true","146102962","32491316","Державне підприємство "Агентство з реструктуризації заборгованості підприємств агропромислового комплексу"","зареєстровано","2017-02-13T23:45:24.7730000+03:00"
"true","0","14277337","Державне підприємство "Українська виробничо-наукова лабораторія імуногенетики"","кабінет не створено","2017-02-13T23:45:25.0700000+03:00"
"false","0","14216689","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:25.3350000+03:00"
"true","0","14173158","Державне підприємство "Хмельницьке"","кабінет не створено","2017-02-13T23:45:25.6170000+03:00"
"true","0","14232257","Державне підприємство "Ніжинський ветсанзавод по виробництву м'ясо-кісткового борошна"","кабінет не створено","2017-02-13T23:45:25.9140000+03:00"
"false","0","13987151","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:26.1790000+03:00"
"false","0","32634597","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:26.4760000+03:00"
"false","0","32437270","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:26.7890000+03:00"
"false","0","13908422","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:27.0700000+03:00"
"false","0","13884006","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:27.3350000+03:00"
"false","0","13874060","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:27.6320000+03:00"
"false","0","19386516","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:27.9290000+03:00"
"false","0","13743501","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:28.2110000+03:00"
"false","0","19245951","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:28.4930000+03:00"
"false","0","13683911","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:28.7890000+03:00"
"false","0","32835930","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:29.0700000+03:00"
"false","0","13463351","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:29.3510000+03:00"
"false","0","16458327","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:29.6640000+03:00"
"false","0","32962829","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:29.9450000+03:00"
"false","0","16460790","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:30.2270000+03:00"
"false","0","32980874","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:30.5390000+03:00"
"false","0","08413983","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:30.8200000+03:00"
"true","0","16476928","Державне підприємство "Науково-виробниче підприємство "Плодвинконсерв"","кабінет не створено","2017-02-13T23:45:31.1320000+03:00"
"false","0","18019365","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:31.4450000+03:00"
"false","0","08183514","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:31.7100000+03:00"
"false","0","05431414","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:31.9920000+03:00"
"false","0","32728213","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:32.2740000+03:00"
"false","0","00953042","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:32.5700000+03:00"
"false","0","34637076","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:32.8510000+03:00"
"false","0","21477605","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:33.1330000+03:00"
"false","0","30175920","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:33.4300000+03:00"
"true","0","00482714","Державне підприємство "Скрипаївське навчально-дослідне лісове господарство Харківського Національного аграрного університету ім.Докучаєва"","кабінет не створено","2017-02-13T23:45:33.6960000+03:00"
"false","0","14304703","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:33.9920000+03:00"
"false","0","00412872","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:34.2730000+03:00"
"false","0","03048837","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:34.5700000+03:00"
"false","0","21583968","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:34.8510000+03:00"
"false","0","31803446","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:35.1170000+03:00"
"false","0","21708298","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:35.4140000+03:00"
"true","164378736","00957152","Державне підприємство "Неполоковецький комбінат хлібопродуктів"","зареєстровано","2017-02-13T23:45:35.7110000+03:00"
"false","0","05453686","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:36.0550000+03:00"
"true","168068157","00953065","Державне підприємство "Луцький комбінат хлібопродуктів №2"","зареєстровано","2017-02-13T23:45:36.3360000+03:00"
"true","0","03773576","Державне спеціалізоване сільськогосподарське підприємство "Дружба"","кабінет не створено","2017-02-13T23:45:36.6170000+03:00"
"true","165086251","00952634","ДЕРЖАВНЕ ПІДПРИЄМСТВО "НІЖИНСЬКИЙ КОМБІНАТ ХЛІБОПРОДУКТІВ"","зареєстровано","2017-02-13T23:45:36.9290000+03:00"
"true","162442217","00952485","Державне підприємство "Дунаєвецький комбінат хлібопродуктів"","зареєстровано","2017-02-13T23:45:37.1950000+03:00"
"false","0","00952166","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:37.4760000+03:00"
"false","0","00932005","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:37.7730000+03:00"
"false","0","00914993","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:38.0860000+03:00"
"false","0","00914697","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:38.3680000+03:00"
"false","0","00910082","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:38.6790000+03:00"
"false","0","00861529","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:38.9610000+03:00"
"false","0","00860412","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:39.2420000+03:00"
"false","0","00857203","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:39.5230000+03:00"
"false","0","00855925","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:39.8350000+03:00"
"true","197232030","00854995","Державне підприємство "Племрепродуктор "Степове"","зареєстровано","2017-02-13T23:45:40.1180000+03:00"
"true","157957899","00955791","Державне Підприємство "Радивилівський комбінат хлібопродуктів"","зареєстровано","2017-02-13T23:45:40.4140000+03:00"
"false","0","20882077","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:40.7260000+03:00"
"false","0","33829749","","Нажаль, Нічого не знайдено.","2017-02-13T23:45:41.0230000+03:00"
