f,iid,cd,dn,cs,dt
"false","0","13734608","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:36.4190000+03:00"
"false","0","13685287","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:36.7160000+03:00"
"false","0","13672008","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:36.9970000+03:00"
"false","0","13668596","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:37.2780000+03:00"
"true","135977780","39244468","Державне підприємство "Об'єднана Компанія "Укрвуглереструктуризація"","зареєстровано","2017-02-13T23:48:37.5750000+03:00"
"false","0","13519169","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:37.8710000+03:00"
"false","0","13476543","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:38.1530000+03:00"
"true","133602262","37770008","Державне підприємство "Науково Технічний Центр "Вуглеінновація"","зареєстровано","2017-02-13T23:48:38.4350000+03:00"
"false","0","05473312","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:38.7150000+03:00"
"true","136895477","32645403","ДЕРЖАВНЕ ПІДПРИЄМСТВО "УКРВУГЛЕЯКІСТЬ"","зареєстровано","2017-02-13T23:48:38.9960000+03:00"
"false","0","34686338","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:39.2620000+03:00"
"false","0","04775287","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:39.5440000+03:00"
"true","171992471","00130441","Державне підприємство "Науково-дослідний інститут високих напруг"","зареєстровано","2017-02-13T23:48:39.8250000+03:00"
"false","0","04750761","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:40.0910000+03:00"
"false","0","04721877","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:40.3560000+03:00"
"false","0","34283654","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:40.6210000+03:00"
"true","197524564","04642416","Державне підприємство "Спеціалізований центр підготовки кадрів"","зареєстровано","2017-02-13T23:48:40.9030000+03:00"
"false","0","04624536","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:41.2000000+03:00"
"false","0","34355770","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:41.4660000+03:00"
"false","0","04624513","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:41.7630000+03:00"
"false","0","04623778","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:42.0280000+03:00"
"false","0","04223725","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:42.3250000+03:00"
"true","204819087","00152402","Державне підприємство "Дашавський завод композиційних матеріалів"","зареєстровано","2017-02-13T23:48:42.6070000+03:00"
"true","0","34685706","Державне підприємство "Шахта "Глибока"","кабінет не створено","2017-02-13T23:48:42.8870000+03:00"
"false","0","04802593","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:43.1680000+03:00"
"false","0","03481313","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:45.8100000+03:00"
"false","0","03365328","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:46.0910000+03:00"
"false","0","34778245","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:46.3710000+03:00"
"false","0","34828133","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:46.6370000+03:00"
"false","0","34828840","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:46.9190000+03:00"
"false","0","03017366","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:47.2010000+03:00"
"true","0","02968875","Державне підприємство "Поділляторф"","кабінет не створено","2017-02-13T23:48:47.4810000+03:00"
"true","155930058","02968220","Державне підприємтсво "Чернігівторф"","зареєстровано","2017-02-13T23:48:47.7620000+03:00"
"true","0","34977347","Державне підприємство по видобутку бурого вугілля "Бурвугілля"","кабінет не створено","2017-02-13T23:48:48.0430000+03:00"
"true","369329428","02968208","Державне підприємство "СУМИТОРФ"","зареєстровано","2017-02-13T23:48:48.3100000+03:00"
"true","344967516","02968193","Державне підприємство «Рівнеторф»","зареєстровано","2017-02-13T23:48:48.5750000+03:00"
"false","0","02968177","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:48.8410000+03:00"
"true","135368462","34675640","Державне підприємство "Ватутінське вантажно-транспортне управління"","зареєстровано","2017-02-13T23:48:49.1220000+03:00"
"false","0","33671425","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:49.4030000+03:00"
"false","0","33316065","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:49.6850000+03:00"
"false","0","05813305","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:49.9660000+03:00"
"false","0","33322310","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:50.2470000+03:00"
"true","223444195","05794418","СПЕЦІАЛІЗОВАНЕ УПРАВЛІННЯ З РЕМОНТУ ЗАСОБІВ АВТОМАТИЗАЦІЇ І СИСТЕМ УПРАВЛІННЯ "ОРГГАЗРЕМАВТОМАТИКА"","зареєстровано","2017-02-13T23:48:50.5590000+03:00"
"false","0","33331544","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:50.8250000+03:00"
"true","0","33371807","Державне підприємство "Шахта імені Максима Горького"","кабінет не створено","2017-02-13T23:48:51.1060000+03:00"
"false","0","05509375","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:51.3870000+03:00"
"false","0","05509369","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:51.6690000+03:00"
"true","11931781","33426253","Державне підприємство "Селидіввугілля"","зареєстровано","2017-02-13T23:48:51.9350000+03:00"
"false","0","04883574","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:52.2160000+03:00"
"false","0","33671430","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:52.4960000+03:00"
"false","0","33965642","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:52.7780000+03:00"
"true","0","33772106","Державне підприємство "Шахта "Постніківська"","кабінет не створено","2017-02-13T23:48:53.0440000+03:00"
"true","0","34105422","Державне підприємство "Шахта "Бендюзька"","кабінет не створено","2017-02-13T23:48:53.3250000+03:00"
"true","74620708","33839013","Державне підприємство "Торецьквугілля"","зареєстровано","2017-02-13T23:48:53.6220000+03:00"
"false","0","05427826","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:53.9030000+03:00"
"false","0","34053249","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:54.1840000+03:00"
"false","0","00159284","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:54.4660000+03:00"
"true","72952583","34032208","ДП "ШАХТОУПРАВЛІННЯ "ПІВДЕННОДОНБАСЬКЕ №1"","зареєстровано","2017-02-13T23:48:54.7470000+03:00"
"false","0","33772090","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:55.0280000+03:00"
"false","0","05500279","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:55.3100000+03:00"
"true","0","33966997","Державне підприємство "Вугільна компанія "Куйбишевська"","кабінет не створено","2017-02-13T23:48:55.5750000+03:00"
"true","223200328","24967505","Державне підприємство Чернігівський військовий лісгосп","зареєстровано","2017-02-13T23:48:55.8560000+03:00"
"false","0","24975947","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:56.1370000+03:00"
"false","0","24969898","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:56.4180000+03:00"
"false","0","25595483","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:56.6850000+03:00"
"false","0","24975516","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:56.9340000+03:00"
"false","0","22992539","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:57.2150000+03:00"
"true","365170419","24974907","Державне підприємство Міністерства оборони України "Укроборонпостачальник"","зареєстровано","2017-02-13T23:48:57.4810000+03:00"
"true","363906251","24967623","Державне підприємство Міністерства оборони України "Вінницьке інженерно-будівельне управління"","зареєстровано","2017-02-13T23:48:57.7640000+03:00"
"false","0","24975953","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:58.0600000+03:00"
"true","362418664","08259275","Державне підприємство Міністерства оборони України "Київське управління механізації і будівництва"","зареєстровано","2017-02-13T23:48:58.3560000+03:00"
"false","0","07816779","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:58.6530000+03:00"
"true","363136878","07848615","Державне підприємство "Черкаське будівельно-монтажне управління"","зареєстровано","2017-02-13T23:48:58.9340000+03:00"
"false","0","07884611","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:59.2160000+03:00"
"false","0","07923914","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:59.4970000+03:00"
"false","0","07934823","","Нажаль, Нічого не знайдено.","2017-02-13T23:48:59.7780000+03:00"
"false","0","07989865","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:00.0590000+03:00"
"false","0","08003305","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:00.3570000+03:00"
"false","0","08024253","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:00.6380000+03:00"
"false","0","08033772","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:00.9190000+03:00"
"true","362425165","08064175","Державне підприємство Міністерства оборони України "703 металообробний завод котельного обладнання"","зареєстровано","2017-02-13T23:49:01.2000000+03:00"
"false","0","08118362","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:01.4810000+03:00"
"false","0","22994107","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:01.7630000+03:00"
"false","0","08247289","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:02.0440000+03:00"
"false","0","07676212","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:02.3260000+03:00"
"false","0","08334083","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:02.6220000+03:00"
"false","0","08358735","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:02.9040000+03:00"
"false","0","08388742","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:03.1840000+03:00"
"false","0","08420865","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:03.4660000+03:00"
"false","0","08476587","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:03.7460000+03:00"
"false","0","08502379","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:04.0280000+03:00"
"false","0","08527451","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:04.3250000+03:00"
"false","0","13450696","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:04.5910000+03:00"
"false","0","13547194","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:04.8710000+03:00"
"true","362693977","14263499","Державне підприємство Міністерства оборони України "Чернівецький металообробний завод"","зареєстровано","2017-02-13T23:49:05.1540000+03:00"
"false","0","14303572","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:05.4340000+03:00"
"false","0","14303738","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:05.7160000+03:00"
"false","0","08162096","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:05.9810000+03:00"
"false","0","22995851","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:06.2620000+03:00"
"false","0","24964620","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:06.5280000+03:00"
"false","0","24964547","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:06.8100000+03:00"
"false","0","24669713","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:07.0750000+03:00"
"false","0","24477965","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:07.3560000+03:00"
"false","0","24301918","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:07.6370000+03:00"
"false","0","24298352","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:07.9030000+03:00"
"false","0","24292993","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:08.1840000+03:00"
"false","0","23838734","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:08.4500000+03:00"
"false","0","23656341","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:08.7160000+03:00"
"false","0","22996750","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:08.9960000+03:00"
"false","0","22996425","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:09.2790000+03:00"
"false","0","22996218","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:09.5590000+03:00"
"false","0","07797378","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:09.8400000+03:00"
"false","0","22995957","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:10.1210000+03:00"
"false","0","07707783","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:10.4030000+03:00"
"false","0","22992255","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:10.7000000+03:00"
"false","0","14304092","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:10.9660000+03:00"
"false","0","22991072","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:11.2470000+03:00"
"false","0","22990836","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:11.5280000+03:00"
"false","0","22990316","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:11.8250000+03:00"
"false","0","22948295","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:12.0900000+03:00"
"false","0","00853211","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:12.3710000+03:00"
"false","0","20607939","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:12.6530000+03:00"
"false","0","07361304","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:12.9500000+03:00"
"true","362919239","07554701","Державне підприемство Міністерства оборони України "Білоцерківське управління військово-будівельних робіт"","зареєстровано","2017-02-13T23:49:13.2310000+03:00"
"false","0","07659890","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:13.5120000+03:00"
"false","0","24964642","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:13.7780000+03:00"
"false","0","22996170","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:14.0590000+03:00"
"false","0","33629043","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:14.3400000+03:00"
"false","0","08336521","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:14.6210000+03:00"
"true","362020869","08006864","Державне підриємство Міністерства оборони України "Львівський завод збірних конструкцій" "","зареєстровано","2017-02-13T23:49:14.9030000+03:00"
"false","0","07673802","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:15.1850000+03:00"
"false","0","07624867","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:15.4650000+03:00"
"true","0","30726539","Державне підприємство "Укрконверсбуд"","кабінет не створено","2017-02-13T23:49:15.7310000+03:00"
"true","225909603","33348977","Державне підприємство "Укрспецналадка"","зареєстровано","2017-02-13T23:49:16.0280000+03:00"
"false","0","30647300","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:16.2930000+03:00"
"false","0","30639237","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:16.5590000+03:00"
"true","364133855","30318798","Державне підприємство Міністерства оборони України " Українська дорожньо-транспортна компанія "Воєнконверс-43"","зареєстровано","2017-02-13T23:49:16.8250000+03:00"
"false","0","30408404","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:17.1060000+03:00"
"false","0","32494385","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:17.4030000+03:00"
"false","0","07642316","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:17.6690000+03:00"
"false","0","07665168","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:17.9500000+03:00"
"false","0","30330726","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:18.2150000+03:00"
"false","0","07816704","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:18.4970000+03:00"
"false","0","08382113","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:18.7780000+03:00"
"true","362563686","24967480","УСТАНОВА "28 УПРАВЛІННЯ НАЧАЛЬНИКА РОБІТ"","зареєстровано","2017-02-13T23:49:19.0600000+03:00"
"true","227535473","24980204","Східне Управління капітального будівництва Міністерства оборони України","зареєстровано","2017-02-13T23:49:19.3720000+03:00"
"false","0","32200555","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:19.6540000+03:00"
"false","0","33689846","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:19.9340000+03:00"
"false","0","30476301","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:20.2150000+03:00"
"true","0","32020625","Державне підприємство "Укрспецконверсія"","кабінет не створено","2017-02-13T23:49:20.4810000+03:00"
"false","0","33689872","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:20.7620000+03:00"
"false","0","31766195","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:21.0440000+03:00"
"true","365313072","33294267","Державне підприємство "ІНВЕСТЖИТЛО"","зареєстровано","2017-02-13T23:49:21.3250000+03:00"
"false","0","24975031","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:21.6060000+03:00"
"false","0","24968798","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:21.8870000+03:00"
"false","0","24308323","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:22.4030000+03:00"
"true","184944990","24308317","Державне підприємство Міністерства оборони України "Західвійськбуд"","зареєстровано","2017-02-13T23:49:22.6840000+03:00"
"false","0","24308300","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:22.9650000+03:00"
"false","0","08527221","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:23.2470000+03:00"
"false","0","08494527","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:23.5280000+03:00"
"false","0","32000085","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:23.8100000+03:00"
"false","0","31039698","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:24.0750000+03:00"
"true","362019704","24978450","1 управління начальника робіт","зареєстровано","2017-02-13T23:49:24.4810000+03:00"
"false","0","34376633","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:24.7630000+03:00"
"false","0","32981218","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:25.0750000+03:00"
"false","0","14304117","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:25.3560000+03:00"
"false","0","31362413","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:25.6380000+03:00"
"false","0","32955958","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:25.9180000+03:00"
"false","0","09540881","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:26.2150000+03:00"
"true","364909459","31073938","Державне підприємство Міністерства оборони України "Монтажник-Львів"","зареєстровано","2017-02-13T23:49:26.4970000+03:00"
"false","0","30965105","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:26.7620000+03:00"
"false","0","33145202","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:27.0440000+03:00"
"false","0","30197677","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:27.3400000+03:00"
"false","0","30298782","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:27.6690000+03:00"
"false","0","30177247","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:27.9500000+03:00"
"false","0","30283336","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:28.2470000+03:00"
"true","239768507","33689867","Концерн "Техвоєнсервіс"","зареєстровано","2017-02-13T23:49:28.5130000+03:00"
"false","0","30182152","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:28.7940000+03:00"
"false","0","14303810","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:29.0750000+03:00"
"false","0","24964565","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:29.3730000+03:00"
"true","222405716","33689922","Концерн "Військторгсервіс"","зареєстровано","2017-02-13T23:49:29.6680000+03:00"
"true","60699901","24793175","Миколаївське державне експериментальне протезно- ортопедичне підприємство","зареєстровано","2017-02-13T23:49:29.9340000+03:00"
"true","27476631","03187737","Полтавське казенне експериментальне протезно - ортопедичне підпрємство","зареєстровано","2017-02-13T23:49:30.2160000+03:00"
"true","118177464","03187691","Київське казенне експериментальне протезно-ортопедичне підприємство","зареєстровано","2017-02-13T23:49:30.4810000+03:00"
"true","109716651","14081462","Харківське державне дослідне протезне підприємство","зареєстровано","2017-02-13T23:49:30.7630000+03:00"
"false","0","30552942","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:31.0610000+03:00"
"true","346993364","03187720","Одеське казенне експериментальне протезно-ортопедичне підприємство","зареєстровано","2017-02-13T23:49:31.3560000+03:00"
"true","133218904","14053827","Тернопільське казенне експериментальне протезно-ортопедичне підприємство","зареєстровано","2017-02-13T23:49:31.6210000+03:00"
"true","0","05388256","Державне підприємство Київський завод "Імпульс"","кабінет не створено","2017-02-13T23:49:31.9040000+03:00"
"true","135295884","03187743","Харківське казенне експериментальне протезно-ортопедичне підприємство","зареєстровано","2017-02-13T23:49:32.1840000+03:00"
"true","8800219","03187648","Вінницьке казене експериментальне протезно-ортопедичне підприємство","зареєстровано","2017-02-13T23:49:32.4650000+03:00"
"true","0","03187654","Луганське казенне експериментальне протезно-ортопедичне підприємство","кабінет не створено","2017-02-13T23:49:32.7470000+03:00"
"true","0","03187708","Сімферопольське казенне експериментальне протезно-ортопедичне підприємство","кабінет не створено","2017-02-13T23:49:33.0280000+03:00"
"true","135805818","03187660","Дніпропетровське казенне експериментальне протезно-ортопедичне підприємство","зареєстровано","2017-02-13T23:49:33.3090000+03:00"
"true","0","03187677","Донецьке казенне експериментальне протезно-ортопедичне підприємство","кабінет не створено","2017-02-13T23:49:33.5910000+03:00"
"true","16784725","03187714","Львівське казенне експериментальне підприємство засобів пересування і протезування","зареєстровано","2017-02-13T23:49:33.8710000+03:00"
"false","0","23521865","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:34.1540000+03:00"
"true","136748269","33636307","Державне підприємство "Український дитячий центр "Молода гвардія"","зареєстровано","2017-02-13T23:49:34.4350000+03:00"
"true","305080100","24704102","Житомирське державне експериментальне протезно-ортопедичне підприємство","зареєстровано","2017-02-13T23:49:34.7160000+03:00"
"true","18999686","23655123","Хмельницьке державне експериментальне протезно-ортопедичне підприємство","зареєстровано","2017-02-13T23:49:35.0120000+03:00"
"false","0","25385828","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:35.2780000+03:00"
"false","0","31986608","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:35.5450000+03:00"
"true","38167981","03562649","ДП "Інформаційно-обчислювальний центр Міністерства соціальної політики України"","зареєстровано","2017-02-13T23:49:35.8270000+03:00"
"false","0","24923318","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:36.1070000+03:00"
"false","0","32217899","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:36.3870000+03:00"
"false","0","23733490","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:36.6840000+03:00"
"true","21086775","02224525","Національний заслужений академічний український народний хор України імені Г.Г.Верьовки","зареєстровано","2017-02-13T23:49:36.9660000+03:00"
"true","258889295","02224560","Державне підприємство "Національний академічний драматичний театр імені Івана Франка"","зареєстровано","2017-02-13T23:49:37.2470000+03:00"
"true","29812658","02224620","Львівський національний академічний театр опери та балету імені Соломії Крушельницької","зареєстровано","2017-02-13T23:49:37.5440000+03:00"
"true","53134256","02224614","Державне підприємство "Національний академічний український драматичний театр імені Марії Заньковецької"","зареєстровано","2017-02-13T23:49:37.8090000+03:00"
"true","18876928","02226027","ДП Національний заслуженний академічний симфонічний оркестр України","зареєстровано","2017-02-13T23:49:38.0910000+03:00"
"false","0","32125735","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:38.3720000+03:00"
"false","0","02404397","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:38.6380000+03:00"
"false","0","20966087","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:38.9040000+03:00"
"false","0","30180328","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:39.1850000+03:00"
"false","0","16469779","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:39.4650000+03:00"
"true","67561570","16482679","Державне підприємство "Національне газетно-журнальне видавництво"","зареєстровано","2017-02-13T23:49:39.7470000+03:00"
"true","0","36732731","Івано-Франківський національний академічний Гуцульський ансамбль пісні і танцю "Гуцулія"","кабінет не створено","2017-02-13T23:49:40.0290000+03:00"
"true","255881391","22928085","Державне підприємство "Національний центр Олександра Довженка"","зареєстровано","2017-02-13T23:49:40.3100000+03:00"
"false","0","02403452","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:40.5910000+03:00"
"true","38678190","02404380","ДЕРЖАВНЕ ПІДПРИЄМСТВО "НАЦІОНАЛЬНА КІНОСТУДІЯ ХУДОЖНІХ ФІЛЬМІВ ІМЕНІ ОЛЕКСАНДРА ДОВЖЕНКА"","зареєстровано","2017-02-13T23:49:40.9030000+03:00"
"true","0","22857400","Державне підприємство Редакція журналу "Пам"ятки України:історія та культура"","кабінет не створено","2017-02-13T23:49:41.1840000+03:00"
"true","61145981","20923238","Державне підприємство "Національний одеський філармонійний оркестр"","зареєстровано","2017-02-13T23:49:41.4650000+03:00"
"true","0","02174595","Державне підприємство "Донецький державний цирк"","кабінет не створено","2017-02-13T23:49:41.7310000+03:00"
"true","23959754","02224554","Національна заслужена капела бандуристів України імені Г.І.Майбороди","зареєстровано","2017-02-13T23:49:42.0280000+03:00"
"true","28631028","02226085","Національний академічний оркестр народних інструментів України","зареєстровано","2017-02-13T23:49:42.3090000+03:00"
"true","0","36756108","Державне підприємство "Український інформаційно-сервісний центр культури і туризму"","кабінет не створено","2017-02-13T23:49:42.6060000+03:00"
"false","0","36413933","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:42.8720000+03:00"
"false","0","05789357","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:43.1530000+03:00"
"false","0","36844655","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:43.4180000+03:00"
"false","0","33240300","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:43.6840000+03:00"
"false","0","23234410","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:43.9500000+03:00"
"false","0","02133225","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:44.2310000+03:00"
"false","0","02173147","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:44.4960000+03:00"
"true","0","02174164","Державне підприємство "Луганський Державний цирк"","кабінет не створено","2017-02-13T23:49:44.7930000+03:00"
"true","48114433","02174170","ДЕРЖАВНЕ ПІДПРИЄМСТВО "КРИВОРІЗЬКИЙ ДЕРЖАВНИЙ ЦИРК"","зареєстровано","2017-02-13T23:49:45.0590000+03:00"
"true","110033434","02174187","Державне підприємство «Дніпропетровський державний цирк»","зареєстровано","2017-02-13T23:49:45.5120000+03:00"
"true","61139920","02174847","ДЕРЖАВНЕ ПІДПРИЄМСТВО "ОДЕСЬКИЙ ДЕРЖАВНИЙ ЦИРК"","зареєстровано","2017-02-13T23:49:45.7930000+03:00"
"true","0","02174678","Державне підприємство "Ялтинський державний цирк"","кабінет не створено","2017-02-13T23:49:46.0600000+03:00"
"false","0","02214099","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:46.3410000+03:00"
"true","0","02174885","Державне підприємство "Українська творча дирекція з підготовки циркових атракціонів та номерів "","кабінет не створено","2017-02-13T23:49:46.6220000+03:00"
"true","1932691","02174833","Державне підприємство "Запорізький державний цирк"","зареєстровано","2017-02-13T23:49:46.9030000+03:00"
"true","7394877","38385217","Державне підприємство "Харківський національний академічний театр опери та балету імені М.В.Лисенка","зареєстровано","2017-02-13T23:49:47.1850000+03:00"
"true","19566233","02224608","Національний заслужений академічний ансамбль танцю України імені П.Вірського","зареєстровано","2017-02-13T23:49:47.4650000+03:00"
"false","0","14274385","","Нажаль, Нічого не знайдено.","2017-02-13T23:49:47.7460000+03:00"
"true","52221173","02224643","Одеський Національний Академічний театр Опери та Балету","зареєстровано","2017-02-13T23:49:48.0290000+03:00"
"true","18927650","02224519","Національна заслужена академічна капела України "Думка"","зареєстровано","2017-02-13T23:49:48.2940000+03:00"
"true","0","38779829","Державне комерційне підприємство "Український культурний центр"","кабінет не створено","2017-02-13T23:49:48.5910000+03:00"
"true","0","02174661","Державне підприємство "Сімферопольський державний цирк ім.Б.Тезікова"","кабінет не створено","2017-02-13T23:49:48.8560000+03:00"
