edrpou,org_id,reg_date,full_name,edrpou_name,head,hd_nm,r_code,region,addr,activity,kved_orig,kved_10_gr,kved_10_nm,bankruptcy,nm_fl,nm_sh,kved,status
24244451,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДНІПРОПЕТРОВСЬКИЙ ОРГАН З СЕРТИФІКАЦІЇ ЗАЛІЗНИЧНОГО ТРАНСПОРТУ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДНІПРОПЕТРОВСЬКИЙ ОРГАН З СЕРТИФІКАЦІЇ ЗАЛІЗНИЧНОГО ТРАНСПОРТУ""",МІНІСТЕРСТВО ІНФРАСТРУКТУРИ УКРАЇНИ,ЛАЗЕБНИК СЕРГІЙ ОЛЕКСАНДРОВИЧ,UA-12,Дніпропетровська,"49010, Дніпропетровська обл., місто Дніпро, Жовтневий район, ВУЛИЦЯ ЛАЗАРЯНА, будинок 2",Технічні випробування та дослідження,71.20,71,дослідження,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДНІПРОПЕТРОВСЬКИЙ ОРГАН З СЕРТИФІКАЦІЇ ЗАЛІЗНИЧНОГО ТРАНСПОРТУ""","ДП ""ДОСЗТ""",71.20 Технічні випробування та дослідження,зареєстровано
24421226,356196074,2016-11-30,СИНЕЛЬНИКІВСЬКА СЕЛЕКЦІЙНО-ДОСЛІДНА СТАНЦІЯ ДЕРЖАВНОЇ УСТАНОВИ ІНСТИТУТУ ЗЕРНОВИХ КУЛЬТУР НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ,СИНЕЛЬНИКІВСЬКА СЕЛЕКЦІЙНО-ДОСЛІДНА СТАНЦІЯ ДЕРЖАВНОЇ УСТАНОВИ ІНСТИТУТУ ЗЕРНОВИХ КУЛЬТУР НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ,НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,ПЕТРУШАК ВОЛОДИМИР ЯРОСЛАВОВИЧ,UA-12,Дніпропетровська,"52523, Дніпропетровська обл., Синельниківський район, село Раївка, ВУЛИЦЯ БУГАЄНКА, будинок 3","Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",01.11,01,сільське і лісове господарство,зареєстровано,СИНЕЛЬНИКІВСЬКА СЕЛЕКЦІЙНО-ДОСЛІДНА СТАНЦІЯ ДЕРЖАВНОЇ УСТАНОВИ ІНСТИТУТУ ЗЕРНОВИХ КУЛЬТУР НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ,СИНЕЛЬНИКІВСЬКА СЕЛЕКЦІЙНО-ДОСЛІДНА СТАНЦІЯ ІЗК НААН,"01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",зареєстровано
24433063,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО З ПЕРЕРОБКИ БРУХТУ ТА ВІДХОДІВ ІЗ ВМІСТОМ ДОРОГОЦІННИХ МЕТАЛІВ ""ДНІПРО-ВДМ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДНІПРО - ВДМ""",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,КОВТУНЕНКО ІГОР ВОЛОДИМИРОВИЧ,UA-12,Дніпропетровська,"49000, Дніпропетровська обл., місто Дніпро, Красногвардійський район, ВУЛИЦЯ КРИВОРІЗЬКА, будинок 1",Виробництво дорогоцінних металів,24.41,24,виробництво,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДНІПРО - ВДМ""","ДП ""ДНІПРО - ВДМ""",24.41 Виробництво дорогоцінних металів,зареєстровано
24608516,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЦЕНТР З СЕРТИФІКАЦІЇ ШИН І ГУМОТЕХНІЧНИХ ВИРОБІВ ""СЕПРОШИНАГТВ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЦЕНТР З СЕРТИФІКАЦІЇ ШИН І ГУМОТЕХНІЧНИХ ВИРОБІВ ""СЕПРОШИНАГТВ""",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,МАКЕЄВ ОЛЕКСАНДР ВАЛЕРІЙОВИЧ,UA-12,Дніпропетровська,"49033, Дніпропетровська обл., місто Дніпро, Бабушкінський район, ВУЛИЦЯ БОРИСА КРОТОВА, будинок 24А",Регулювання та сприяння ефективному веденню економічної діяльності,84.13,84,оборона і безпека,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЦЕНТР З СЕРТИФІКАЦІЇ ШИН І ГУМОТЕХНІЧНИХ ВИРОБІВ ""СЕПРОШИНАГТВ""","ЦЕНТР ""СЕПРОШИНАГТВ""",84.13 Регулювання та сприяння ефективному веденню економічної діяльності,зареєстровано
25012091,0,NA,"ДЕРЖАВНЕ НАУКОВО-ВИРОБНИЧЕ ПІДПРИЄМСТВО ""ЦИРКОНІЙ""","ДЕРЖАВНЕ НАУКОВО-ВИРОБНИЧЕ ПІДПРИЄМСТВО ""ЦИРКОНІЙ""",МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ,САМОШОСТ ІГОР ІВАНОВИЧ,UA-12,Дніпропетровська,"51917, Дніпропетровська обл., місто Кам’янське, Південний район, ПРОСПЕКТ АНОШКІНА, будинок 179",Інший пасажирський наземний транспорт,49.39,49,перевезення,порушено справу про банкрутство (санація),"ДЕРЖАВНЕ НАУКОВО-ВИРОБНИЧЕ ПІДПРИЄМСТВО ""ЦИРКОНІЙ""","ДНВП ""ЦИРКОНІЙ""","49.39 Інший пасажирський наземний транспорт, н. в. і. у.",порушено справу про банкрутство (санація)
25015623,0,NA,"ДЕРЖАВНЕ ГОСПРОЗРАХУНКОВЕ ПІДПРИЄМСТВО ПАРФУМО-КОСМЕТИЧНИХ ВИРОБІВ ""ГЕРМЕС-ПАРФУМ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ДЕРЖАВНЕ ГОСПРОЗРАХУНКОВЕ ПІДПРИЄМСТВО ПАРФУМО- КОСМЕТИЧНИХ ВИРОБІВ ""ГЕРМЕС - ПАРФУМ""",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,САЗОНОВ ЮРІЙ ПАВЛОВИЧ,UA-12,Дніпропетровська,"51400, Дніпропетровська обл., місто Павлоград, ВУЛ.ЗАВОДСЬКА, будинок 44",Виробництво парфумерної продукції та косметичних засобів,24.52,NA,NA,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ДЕРЖАВНЕ ГОСПРОЗРАХУНКОВЕ ПІДПРИЄМСТВО ПАРФУМО- КОСМЕТИЧНИХ ВИРОБІВ ""ГЕРМЕС - ПАРФУМ""","ДГП ПКВ ""ГЕРМЕС - ПАРФУМ""",24.52.0 ВИРОБНИЦТВО ПАРФУМЕРНИХ ТА КОСМЕТИЧНИХ ЗАСОБІВ,в стані припинення
25527406,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДНІПРОКОСМОС""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДНІПРОКОСМОС""",ДЕРЖАВНЕ КОСМІЧНЕ АГЕНТСТВО УКРАЇНИ,СІЧЕВИЙ ОЛЕКСІЙ ВОЛОДИМИРОВИЧ,UA-12,Дніпропетровська,"49047, Дніпропетровська обл., місто Дніпро, Красногвардійський район, ВУЛИЦЯ КРИВОРІЗЬКА, будинок 1",Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,72.19,72,дослідження,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДНІПРОКОСМОС""","ДП""ДНІПРОКОСМОС""",72.19 Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,в стані припинення
25842504,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ВІСНИК ШАХТАРЯ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ВІСНИК ШАХТАРЯ""",МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ,КОЛОМОЄЦЬ ЮЛІЯ СЕРГІЇВНА,UA-12,Дніпропетровська,"51400, Дніпропетровська обл., місто Павлоград, ВУЛ.ЛЕНІНА, будинок 127, квартира 301",Видання газет,22.12,58,телекомунікації,"зареєстровано, свідоцтво про державну реєстрацію недійсне","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ВІСНИК ШАХТАРЯ""","ДП""ВІСНИК ШАХТАРЯ""",58.13 Видання газет,"зареєстровано, свідоцтво про державну реєстрацію недійсне"
25843931,2789603,2016-03-31,СЛУЖБА АВТОМОБІЛЬНИХ ДОРІГ У ДНІПРОПЕТРОВСЬКІЙ ОБЛАСТІ,СЛУЖБА АВТОМОБІЛЬНИХ ДОРІГ У ДНІПРОПЕТРОВСЬКІЙ ОБЛАСТІ,ДЕРЖАВНЕ АГЕНТСТВО АВТОМОБІЛЬНИХ ДОРІГ УКРАЇНИ,НЕМОГА ГЕННАДІЙ ВЯЧЕСЛАВОВИЧ,UA-12,Дніпропетровська,"49600, Дніпропетровська обл., місто Дніпро, Бабушкінський район, ВУЛИЦЯ ВОСКРЕСЕНСЬКА, будинок 24",Діяльність у сфері архітектури,71.12,71,дослідження,зареєстровано,СЛУЖБА АВТОМОБІЛЬНИХ ДОРІГ У ДНІПРОПЕТРОВСЬКІЙ ОБЛАСТІ,NA,"71.12 Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих сферах",зареєстровано
30093529,355751680,2016-11-30,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ДНІПРО"" ДЕРЖАВНОЇ УСТАНОВИ ІНСТИТУТУ ЗЕРНОВИХ КУЛЬТУР НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ДНІПРО"" ДЕРЖАВНОЇ УСТАНОВИ ІНСТИТУТУ ЗЕРНОВИХ КУЛЬТУР НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,ХОРІШКО СЕРГІЙ АНАТОЛІЙОВИЧ,UA-12,Дніпропетровська,"52071, Дніпропетровська обл., Дніпровський район, селище Дослідне","Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",01.11,01,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ДНІПРО"" ДЕРЖАВНОЇ УСТАНОВИ ІНСТИТУТУ ЗЕРНОВИХ КУЛЬТУР НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДП ""ДГ ""ДНІПРО"" ІЗК НААН""","01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",зареєстровано
30168729,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПРИДНІПРОВСЬКИЙ ГІДРОМЕТАЛУРГІЙНИЙ ЗАВОД""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПРИДНІПРОВСЬКИЙ ГІДРОМЕТАЛУРГІЙНИЙ ЗАВОД""",МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ,КУЛАКОВ ВОЛОДИМИР ВАЛЕРІЙОВИЧ,UA-12,Дніпропетровська,"51917, Дніпропетровська обл., місто Кам’янське, Південний район, ПРОСПЕКТ АНОШКІНА, будинок 179",Виробництво іншої хімічної продукції для промислових цілей,24.66,20,виробництво,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПРИДНІПРОВСЬКИЙ ГІДРОМЕТАЛУРГІЙНИЙ ЗАВОД""",NA,24.66.0 ВИРОБНИЦТВО ІНШОЇ ХІМІЧНОЇ ПРОДУКЦІЇ ДЛЯ ПРОМИСЛОВИХ ЦІЛЕЙ,в стані припинення
30168850,138201528,2016-06-30,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СМОЛИ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СМОЛИ""",МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ,ЄВСЄЄВ ОЛЕКСАНДР ВІКТОРОВИЧ,UA-12,Дніпропетровська,"51917, Дніпропетровська обл., місто Кам’янське, Південний район, ПРОСПЕКТ  АНОШКІНА, будинок 179",Виробництво пластмас у первинних формах,20.16,20,виробництво,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СМОЛИ""","ДП ""СМОЛИ""",20.16 Виробництво пластмас у первинних формах,зареєстровано
30195706,0,NA,ДЕРЖАВНЕ ПІДПРИЄМСТВО КІЛЬЧЕНСЬКА ДЕРЖАВНА СІЛЬСЬКОГОСПОДАРСЬКА МАШИНО-ТЕХНОЛОГІЧНА СТАНЦІЯ,ДЕРЖАВНЕ ПІДПРИЄМСТВО КІЛЬЧЕНСЬКА ДЕРЖАВНА СІЛЬСЬКОГОСПОДАРСЬКА МАШИНО-ТЕХНОЛОГІЧНА СТАНЦІЯ,МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,ГОРБАТЮК СЕРГІЙ АНАТОЛІЙОВИЧ,UA-12,Дніпропетровська,"51233, ВУЛ. ЛЕНІНА, БУД. 24, С. КІЛЬЧЕНЬ, НОВОМОСКОВСЬКИЙ РАЙОН, ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ, УКРАЇНА","Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",01.11,01,сільське і лісове господарство,зареєстровано,ДЕРЖАВНЕ ПІДПРИЄМСТВО КІЛЬЧЕНСЬКА ДЕРЖАВНА СІЛЬСЬКОГОСПОДАРСЬКА МАШИНО-ТЕХНОЛОГІЧНА СТАНЦІЯ,КІЛЬЧЕНСЬКА МТС,01.11.0 ВИРОЩУВАННЯ ЗЕРНОВИХ ТА ТЕХНІЧНИХ КУЛЬТУР,зареєстровано
30324911,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДНІПРОПЕТРОВСЬКАВТОТРАНССЕРВІС""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДНІПРОПЕТРОВСЬКАВТОТРАНССЕРВІС""",МІНІСТЕРСТВО ІНФРАСТРУКТУРИ УКРАЇНИ,СОЛОХА СЕРГІЙ ОЛЕКСІЙОВИЧ,UA-12,Дніпропетровська,"49005, Дніпропетровська обл., місто Дніпро, Жовтневий район, ВУЛИЦЯ ЖУКОВСЬКОГО, будинок 23",Дослідження кон'юнктури ринку та виявлення громадської думки,73.20,73,дослідження,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДНІПРОПЕТРОВСЬКАВТОТРАНССЕРВІС""","ДП ""ДНІПРОПЕТРОВСЬКАВТОТРАНССЕРВІС""",73.20 Дослідження кон'юнктури ринку та виявлення громадської думки,зареєстровано
30335148,0,NA,ПРОСЯНСЬКА ДЕРЖАВНА СІЛЬСЬКОГОСПОДАРСЬКА МАШИННО-ТЕХНОЛОГІЧНА СТАНЦІЯ,ПРОСЯНСЬКА ДЕРЖАВНА СІЛЬСЬКОГОСПОДАРСЬКА МАШИННО-ТЕХНОЛОГІЧНА СТАНЦІЯ,МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,NA,UA-12,Дніпропетровська,NA,"Ремонт, технічне обслуговування і монтаж інших машин та устатковання  для сільського та лісового господарства",29.32.4,NA,NA,NA,NA,NA,NA,NA
